1024	1.708232e-03	1.227754e+00
2048	5.913654e-03	1.418319e+00
3072	1.293616e-02	1.458843e+00
4096	2.290859e-02	1.464558e+00
5120	3.534901e-02	1.483050e+00
6144	5.064757e-02	1.490550e+00
7168	6.876867e-02	1.494193e+00
8192	9.003752e-02	1.490599e+00
9216	1.134890e-01	1.496711e+00
10240	1.398568e-01	1.499428e+00
