1024	2.074585e-02	1.727769e+01
2048	1.702295e-01	1.683264e+01
3072	5.158546e-01	1.874270e+01
4096	1.178769e+00	1.943974e+01
5120	2.210403e+00	2.024630e+01
6144	3.782489e+00	2.044376e+01
7168	5.804331e+00	2.115494e+01
8192	9.667616e+00	1.895871e+01
9216	1.212586e+01	2.152110e+01
