1024	2.731699e-04	7.699570e+00
2048	2.012322e-03	4.168220e+00
3072	4.680195e-03	4.032527e+00
4096	8.364665e-03	4.011027e+00
5120	1.300702e-02	4.030449e+00
6144	1.924633e-02	3.922408e+00
7168	2.595427e-02	3.959037e+00
8192	3.711458e-02	3.616106e+00
9216	4.850744e-02	3.501735e+00
