1024	1.519833e-01	1.414417e+01
2048	1.194275e+00	1.439275e+01
3072	3.894980e+00	1.489138e+01
4096	9.252374e+00	1.485821e+01
5120	1.784722e+01	1.504370e+01
6144	3.072432e+01	1.509999e+01
7168	4.837041e+01	1.523022e+01
8192	7.219645e+01	1.523131e+01
