MAGMA 1.4.0
device 0: GeForce GTX TITAN, 875.5 MHz clock, 6143.3 MB memory, capability 3.5
device 1: GeForce GTX TITAN, 875.5 MHz clock, 6143.8 MB memory, capability 3.5
1024	8.633053e-01	2.490228e+00
2048	2.770898e+00	6.205856e+00
3072	6.982940e+00	8.306916e+00
4096	1.422573e+01	9.664606e+00
5120	2.489457e+01	1.078580e+01
6144	4.031997e+01	1.150659e+01
7168	6.134220e+01	1.200979e+01
8192	8.803968e+01	1.249051e+01
