MAGMA 1.4.0 , capability 3.0
device 0: GeForce GTX TITAN, 875.5 MHz clock, 6143.3 MB memory, capability 3.5
device 1: GeForce GTX TITAN, 875.5 MHz clock, 6143.8 MB memory, capability 3.5
1024	1.096413e+00	9.794152e-01
2048	9.737266e+00	8.845959e-01
3072	2.990958e+01	9.714190e-01
4096	6.977273e+01	9.856356e-01
5120	1.356825e+02	9.895997e-01
